2015;Spark SQL: Relational Data Processing in Spark;http://people.csail.mit.edu/matei/papers/2015/sigmod_spark_sql.pdf
2013;Omega: flexible, scalable schedulers for large compute clusters;http://static.googleusercontent.com/media/research.google.com/en//pubs/archive/41684.pdf
2015;Large-scale cluster management at Google with Borg;http://static.googleusercontent.com/media/research.google.com/en//pubs/archive/43438.pdf
