2010;Dapper, a Large-Scale Distributed Systems Tracing Infrastructure;http://static.googleusercontent.com/media/research.google.com/en//pubs/archive/36356.pdf
2002;Brewer’s Conjecture and the Feasibility of Consistent, Available, Partition-Tolerant Web Services;http://lpd.epfl.ch/sgilbert/pubs/BrewersConjecture-SigAct.pdf
2004;Cheap Paxos;http://research.microsoft.com/en-us/um/people/lamport/pubs/web-dsn-submission.pdf
2005;Fast Paxos;http://research.microsoft.com/pubs/64624/tr-2005-112.pdf
2009;Vertical Paxos and Primary-Backup Replication;http://research.microsoft.com/en-us/um/people/lamport/pubs/vertical-paxos.pdf
2007;Life beyond Distributed Transactions: an Apostate’s Opinion;http://www.ics.uci.edu/~cs223/papers/cidr07p15.pdf
2006;Ceph: A Scalable, High-Performance Distributed File System;http://www.ssrc.ucsc.edu/Papers/weil-osdi06.pdf
2008;PNUTS: Yahoo!’s Hosted Data Serving Platform;http://www.mpi-sws.org/~druschel/courses/ds/papers/cooper-pnuts.pdf
