2013;Consistency-Based Service Level Agreements for Cloud Storage;http://delivery.acm.org/10.1145/2530000/2522731/p309-terry.pdf;
2010;The Learning Behind Gmail Priority Inbox;http://static.googleusercontent.com/media/research.google.com/fr//pubs/archive/36955.pdf;
2014;Show and Tell: A Neural Image Caption Generator;http://arxiv.org/pdf/1411.4555v1.pdf;
